1162|203|22.68
1163|203|13.8
1164|203|11.64
1165|203|22.58
1166|203|7.66
1167|203|11.98
1168|203|12
1169|203|13.97
117|203|11.29
1170|203|13.28
1171|203|17.45
1172|203|17.07
1173|203|17.5
1174|203|10.5
1175|203|19.12
1176|203|15.38
1177|203|14.1
1178|203|14.6
1179|203|12.9
118|203|0.85
1180|203|15.2
1181|203|11.42
1182|203|14.1
1183|203|14.5
1184|203|15.8
1185|203|11.24
1186|203|11.53
1187|203|15.51
1188|203|16
1189|203|16.5
119|203|24.9
1190|203|13.83
1191|203|12.23
1192|203|14.1
1193|203|14.4
1194|203|16.37
1195|203|17.3
1196|203|9.6
1197|203|14.1
1198|203|15.09
1199|203|19.43
120|203|11.83
1200|203|12.6
1201|203|21.85
1202|203|19.3
1203|203|23.2
1204|203|14.79
1205|203|18.14
1206|203|15
1207|203|12.5
1208|203|15.1
1209|203|13.9
121|203|22.15
1210|203|17.5
1212|203|12.18
1213|203|13.7
1214|203|15.75
1215|203|17.3
1216|203|12.8
1217|203|16.3
1218|203|9.98
1219|203|13
122|203|4.79
1220|203|16.64
1222|203|14.87
1223|203|29.1
1224|203|6.3
1225|203|0.9
1228|203|8.8
1229|203|1.4
123|203|3.28
1230|203|11
1231|203|9.62019
1232|203|11
1234|203|4
1235|203|4.333
1236|203|7.3
1238|203|9.4
1239|203|8.9
124|203|3.31
1240|203|9.46
1242|203|7
1243|203|9
1244|203|11.24
1247|203|9.63678
1248|203|4.7
1249|203|10.571
125|203|11.7995
1251|203|5
1253|203|10.8
1256|203|9
1257|203|7.0224
1258|203|9.85
1259|203|7.333
126|203|9.99
1260|203|12.28607
1262|203|5.333
1263|203|8.333
1264|203|8.9
1265|203|6.9
1266|203|7.33
1267|203|16.1
1268|203|4
1269|203|4.7
127|203|15.896
1270|203|5.52257
1271|203|11.65
1274|203|3
1275|203|11.15
1276|203|11.73717
1278|203|15.02
1279|203|11.71932
1280|203|11.89959
1281|203|13
1283|203|11.7
129|203|12.871
1291|203|16
1292|203|6.8
1293|203|6.333
1294|203|5.333
1295|203|9
13|203|0
130|203|11.8
1300|203|8.1
1301|203|7.67
1303|203|8
1305|203|7.98
1311|203|6.67
1314|203|7.6
1317|203|11.2
1319|203|4.7
132|203|11.755
1323|203|11.63
1325|203|10.83
1326|203|9.5
1327|203|9.3
1328|203|9.6
133|203|10.388
1331|203|10.3
1332|203|9.7
1333|203|9.1
1334|203|9.7
1335|203|8.76
1336|203|8
1337|203|8.41
1338|203|12.21
1339|203|12.21
134|203|36.16
1344|203|8.2
1345|203|10
1347|203|13.333
1348|203|12
1349|203|12
1350|203|10.77
1352|203|13.33
1353|203|10.7
136|203|2.74361
1360|203|8.9
1361|203|10.4
1362|203|9.2
1363|203|9.5
1367|203|10.667
1368|203|9.333
1369|203|8.333
137|203|2.07148
1372|203|8.6
1374|203|7.39
1375|203|9.84
1378|203|6.333
1379|203|4.8
138|203|2.08941
1380|203|15.6
1381|203|10
1382|203|8.66444
1383|203|9.21
1386|203|11
1387|203|7.4
139|203|7
1390|203|9
1391|203|7.4
1393|203|12.65
1394|203|9.7
1395|203|15.2
1396|203|1.648
1397|203|13.214
1398|203|0.864
1399|203|12.857
14|203|0
140|203|6.81
1400|203|1.76
1401|203|13.3
1402|203|1.926
1403|203|12.1429
1404|203|1.646
1405|203|10.6
1406|203|1.1786
1408|203|4.28
141|203|4.73
1413|203|12.98
1414|203|2.6017
1415|203|8.32
1416|203|1.8451
1419|203|8.42
142|203|5.04
1420|203|2.2494
1421|203|8.81
1422|203|2.4034
1423|203|7.61
1424|203|2.1057
143|203|4.1
1431|203|15.2
1432|203|2.534
1435|203|8.33
1436|203|1.8479
1437|203|13.26
1438|203|2.8509
1439|203|13.26
144|203|3.95
1440|203|2.8509
1441|203|15.2
1442|203|1.628
1443|203|15.2
1444|203|1.628
1445|203|15.2
1446|203|1.628
1447|203|15.33
1448|203|1.861
1449|203|15
145|203|4.3
1450|203|2.335
1451|203|18.9
1452|203|2.231
1455|203|7.5
1456|203|1.242
1457|203|2.736
1458|203|10.6
1459|203|1.477
146|203|3.86
1462|203|14.2
1463|203|2.687
1464|203|13.26
1465|203|2.8509
1466|203|6.5714
1467|203|1.151
1468|203|15.58
1469|203|3.3099
147|203|17.27
1470|203|7.429
1471|203|1.302
1472|203|12
1473|203|10.8
1474|203|4.38
1475|203|11.67
1477|203|6.62
1478|203|9.6
1479|203|8.2
148|203|9.3
1480|203|18.15
1481|203|1.527
1484|203|0.4
1485|203|0.4
1486|203|0.28
1487|203|0.18
1488|203|1.32
1489|203|0.28
1490|203|0.93
1491|203|0.22
1492|203|0.2
1493|203|0.28
1494|203|0.29
1495|203|0.1
1496|203|0.51
1497|203|0.14
1498|203|1.4
1499|203|0.71
150|203|2.99329
1500|203|0.69
1501|203|0.63
1502|203|0.6
1503|203|0.53
1504|203|0.53
1505|203|0.51
1506|203|0.55
1507|203|3.39
1508|203|1.2
1509|203|1.17
151|203|2.84348
1510|203|0.7
1511|203|2
1512|203|1.96
1513|203|2.23
1514|203|3.89
1515|203|1.39
1516|203|1.31
1517|203|1.18
1518|203|0.65
1519|203|0.4
152|203|3.08732
1520|203|0.99
1521|203|1.1
1522|203|1.07
1523|203|1.04
1524|203|0.5
1525|203|1.65
1526|203|1
1527|203|0.77
1528|203|0.73
1529|203|0.71
153|203|7.365
1530|203|0.92
1531|203|1.06
1532|203|0.77
1533|203|0.91
1534|203|0.6
1535|203|0.59
1536|203|1.15
1537|203|0.4
1538|203|0.39
1539|203|0.2
154|203|4
1540|203|0.3
1541|203|1.4
1542|203|4.08
1543|203|1.7
1544|203|0.66
1545|203|0.4
1546|203|0.39
1547|203|0.38
1548|203|0.38
1549|203|3.3
155|203|5.12
1550|203|1.42
1551|203|0.42
1552|203|0.46
1553|203|0.4
1554|203|0.4
1555|203|0.39
1556|203|0.39
1557|203|0.35
1558|203|0.34
1559|203|0.33
156|203|2.4
1560|203|0.88
1561|203|0.65
1562|203|0.77
1563|203|0.5
1564|203|0.55
1565|203|0.88
1566|203|0.63
1567|203|0.58
1568|203|0.7
1569|203|0.56
157|203|3.1
1570|203|0.58
1571|203|1.97
1572|203|0.5
1573|203|0.63
1574|203|0.5
1575|203|0.48
1576|203|0.37
1577|203|1.9
1578|203|2.55
1579|203|0.58
1580|203|0.32
1581|203|1.47
1582|203|0.72
1583|203|1.2
1584|203|3.7
1585|203|1.14
1586|203|1.88
1587|203|1.1
1588|203|1.2
1589|203|0.38
159|203|23.5
1590|203|0.4
1591|203|0.46
1592|203|1.5
1593|203|0.7
1594|203|0.42
1595|203|0.25
1596|203|0.83
1597|203|3.8
1598|203|1.52
1599|203|1.31
16|203|0.85
160|203|23
1600|203|4.9
1601|203|0.43
1602|203|0.5
1603|203|0.51
1604|203|1.11
1605|203|0.54
1606|203|0.84
1607|203|0.37
1608|203|2.46
1609|203|1.42
1610|203|1.44
1611|203|1.06
1612|203|0.38
1613|203|0.84
1614|203|0.97
1615|203|1.04
1616|203|0.91
1617|203|0.7
1618|203|1.3
1619|203|0.7
162|203|7
1620|203|0.68
1621|203|1.5
1622|203|0.6
1623|203|0.81
1624|203|0.5
1625|203|0.5
1626|203|1.5
1627|203|0.43
1628|203|0.61
1629|203|0.17
163|203|2.67703
1630|203|2.2
1631|203|0.39
1632|203|0.67
1633|203|0.63
1634|203|0.4
1635|203|0.45
1636|203|0.47
1637|203|0.41
1638|203|4.89
1639|203|2.01
164|203|3
1640|203|3.61
1641|203|1.16
1642|203|1.06
1643|203|0.63
1644|203|0.27
1645|203|0.34
1646|203|0.3
1647|203|0.2
1648|203|0.19
1649|203|1.87
165|203|4.47
1650|203|0.91
1651|203|0.86
1652|203|0.11
1653|203|0.58
1654|203|1.38
1655|203|0.8
1656|203|0.4
1657|203|0.36
1658|203|1.3
1659|203|0.4
1660|203|0.8
1661|203|1.3
1662|203|0.79
1663|203|0.39
1664|203|0.51
1665|203|0.36
1666|203|0.36
1667|203|1.67
1668|203|0.73
1669|203|0.87
1670|203|3.7
1671|203|1.23
1672|203|1.09
1673|203|0.61
1674|203|0.76
1675|203|0.4
1676|203|0.83
1677|203|0.7
1678|203|0.55
1679|203|0.39
1680|203|0.96
1681|203|0.6
1682|203|0.44
1683|203|2.12
1684|203|1
1685|203|0.56
1686|203|0.52
1687|203|0.53
1688|203|2.06
1689|203|2.8
169|203|6.09
1690|203|0.41
1691|203|0.61
1692|203|1.24
1693|203|0.5
1694|203|0.37
1696|203|0.26
1697|203|0.27
1698|203|0.26
1699|203|0.18
17|203|0.28
170|203|17.6
1700|203|0.17
1701|203|0.16
1702|203|4.9
1703|203|1.93
1704|203|1.09
1705|203|0.74
1706|203|0.42
1707|203|0.74
1708|203|0.61
1709|203|1.4
171|203|14.37
1710|203|2.45
1711|203|0.75
1712|203|0.51
1713|203|0.34
1714|203|0.63
1715|203|0.69
1716|203|0.52
1717|203|0.55
1718|203|0.72
1719|203|0.65
172|203|7.61
1720|203|0.19
1721|203|0.84
1722|203|0.94
1723|203|0.68
1724|203|2.39
1725|203|0.68
1726|203|0.62
1727|203|0.45
1728|203|0.91
1729|203|0.44
173|203|19.77
1730|203|0.45
1731|203|0.38
1732|203|0.19
1733|203|0.19
1734|203|0.54
1735|203|0.43
1736|203|0.42
1737|203|0.36
1738|203|0.35
1739|203|0.34
174|203|10.76
1740|203|0.7
1741|203|0.37
1742|203|2.18
1743|203|0.96
1744|203|3.39
1745|203|3.07
1746|203|2.52
1747|203|1.2
1748|203|0.9
1749|203|0.67
175|203|18.07
1750|203|0.43
1751|203|2
1752|203|0.1
1753|203|0.51
1754|203|0.14
1755|203|13.91
1756|203|21.2
1757|203|2.92
1758|203|9.34
1759|203|5.82
176|203|23.2
1760|203|8.86
1761|203|17.43
1762|203|26.83
1763|203|20.48
1764|203|29.41
1765|203|18.74
1766|203|28.88
1767|203|21.24
1768|203|30.94
1769|203|17.08
177|203|12.26
1770|203|25.34
1771|203|20.62
1772|203|28.21
1773|203|19.74
1774|203|27.23
1775|203|27.32
1776|203|27.09
1777|203|21.43
1778|203|28.57
1779|203|28.57
178|203|3.99
1780|203|28.62
1781|203|20.71
1782|203|27.94
1783|203|25.61
1784|203|26.31
1785|203|21.99
1786|203|29.78
1787|203|26.76
1788|203|27.55
1789|203|20.28
179|203|5.98
1790|203|26.67
1791|203|24.42
1792|203|27.43
1793|203|21.79
1794|203|28.35
1795|203|25.79
1796|203|28.72
1797|203|20.48
1798|203|25.36
1799|203|26.65
18|203|21.4
180|203|21.93
1800|203|26.64
1801|203|21.65
1802|203|27
1803|203|28.46
1804|203|27.78
1808|203|26.45
181|203|12.37
1812|203|27.23
1813|203|17.18
1814|203|23.28
1815|203|19.55
1816|203|25.33
1817|203|16.69
1818|203|27.99
1819|203|23.47
182|203|17.81
1820|203|19.75
1821|203|32.26
1822|203|26.68
1823|203|17.42
1824|203|25.07
1825|203|25.58
1826|203|23.11
1827|203|18.73
1828|203|26.57
1829|203|26.74
183|203|12.66
1830|203|24.21
1831|203|27.51
1832|203|10.28
1833|203|12.14
1834|203|7.64
1835|203|12.49
1836|203|22.45
1837|203|15.95
1838|203|23.16
1839|203|17.27
184|203|15.98
1840|203|23.6
1841|203|6.38
1842|203|25.4
1843|203|1.76
1844|203|21.39
1845|203|26.02
1846|203|14.08
1847|203|16.6
1848|203|15.03
1849|203|18.56
185|203|19.96
1850|203|28.5
1851|203|17.86
1852|203|28.2
1853|203|16.85
1854|203|16.3
1855|203|24.1
1856|203|37.04
1857|203|28.95
1858|203|18.2
1859|203|24.24
186|203|15.8
1860|203|11.63
1861|203|22.62
1862|203|17.97
1863|203|21.16
1864|203|16.97
1865|203|20.53
1866|203|27.8
1867|203|20.17
1868|203|12.78
1869|203|13.3
187|203|23
1870|203|19.56
1871|203|18.49
1872|203|21.57
1873|203|25.05
1874|203|5.05
1875|203|5.68
1876|203|7.64
1877|203|20.43
1878|203|24.94
1879|203|21.94
188|203|16.55
1880|203|17.75
1881|203|17
1882|203|32.18
1883|203|28.11
1884|203|29.91
1885|203|26.28
1887|203|18.26
1888|203|21.97
1889|203|20.94
189|203|9.12
1891|203|18.95
1892|203|26.36
1893|203|19.1
1894|203|28.4
1895|203|19.9
1896|203|26.29
1897|203|27.63
1898|203|25.82
1899|203|26.99
19|203|23.24
190|203|6.71
1900|203|21.8
1901|203|27.95
1902|203|29.46
1903|203|27.68
1904|203|28.81
1905|203|19.34
1906|203|26.49
1907|203|23.4
1908|203|20.76
1909|203|27.74
191|203|12.66
1910|203|26.6
1911|203|20.57
1912|203|26.54
1913|203|30.52
1914|203|28.5
1915|203|21.06
1916|203|27
1917|203|31.13
1918|203|28.85
192|203|26.08
1921|203|21.34
1922|203|22.39
1923|203|20.08
1924|203|26.07
1925|203|21.23
1926|203|29.47
193|203|5.84
1931|203|22.2
1932|203|28.4
1933|203|18
1934|203|26.7
1935|203|16.46
1936|203|11.6
1937|203|11.74
1938|203|20.93
1939|203|14.1
194|203|10.41
1940|203|14.05
1941|203|15.33
1942|203|16.4
1943|203|22.1
1944|203|26.6
195|203|9
196|203|14.76
1961|203|28.56
1962|203|30.7
1963|203|22.23
1964|203|30.89
1965|203|22.61
1966|203|31.67
1967|203|22.05
1968|203|31.95
1969|203|23.8
197|203|22.42
1970|203|32.8
1971|203|17.36
1972|203|25.2
1973|203|20.3
1974|203|28.1
1975|203|13
1976|203|16.3
1977|203|13.8
1978|203|14.4
1979|203|33.6
198|203|10.95
1980|203|10.73
1981|203|20.64
1982|203|3.99
1984|203|2.46
1985|203|2.11
1986|203|5.33
1987|203|4.49
1988|203|2.63
1989|203|3.11
199|203|12.01
1990|203|2.2
1991|203|2.4
1992|203|1.8
1993|203|3.23
1994|203|2.95
1995|203|5.3
1996|203|3.6
1997|203|1
1998|203|0.84
1999|203|2.6
2|203|9.54415
20|203|20.75
200|203|10.4
2000|203|1.53
2001|203|4.2
2002|203|4.83
2003|203|6.84
2004|203|6.81
2005|203|4.07
2006|203|6.4
2007|203|6.07
2008|203|3.04
2009|203|2.03
201|203|17.99
2010|203|4.3
2011|203|6.15
2012|203|7.07
2013|203|9.8
2014|203|9.31
2015|203|1.76
2016|203|0.8
2017|203|0.83
2018|203|1.79
2019|203|1.49
202|203|9.59
2020|203|0.73
2021|203|2.2
2022|203|2.57
2023|203|5.6
2024|203|4.8
2025|203|3.06
2026|203|3.1
2027|203|3.78
2028|203|3.64
2029|203|1.53
203|203|5.76
2030|203|2.09
2031|203|0.39
2032|203|0.23
2033|203|0.11
2034|203|1.43
2035|203|1.51
2036|203|2
2037|203|1.8
2038|203|1.5
2039|203|1.56
204|203|4.88
2040|203|1.2
2041|203|1.5
2042|203|0.7
2043|203|0.76
2044|203|0.58
2045|203|1.36
2046|203|1.84
2047|203|2.01
2048|203|1.61
2049|203|1.5
205|203|11.43
2050|203|0.96
2051|203|0.85
2052|203|1.8
2053|203|1.88
2054|203|0.82
2055|203|0.62
2056|203|0.9
2057|203|1.7
2058|203|1.4
2059|203|3.27
206|203|10.63
2060|203|3.36
2061|203|1.64
2062|203|1.29
2063|203|2.45
2064|203|2.11
2065|203|2.69
2066|203|2.97
2067|203|2.13
2068|203|3.41
2069|203|1.95
207|203|6.73
2070|203|2.64
2071|203|3.11
2072|203|2.33
2073|203|2
2074|203|2.95
2075|203|3.17
2076|203|8.98
2077|203|8.49
2078|203|3.3
2079|203|2.6
2080|203|2.8
2081|203|2.53
2082|203|4.1
2083|203|4.67
2084|203|2.6
2085|203|1.9
2086|203|2.7
2087|203|2
2088|203|1.01
2089|203|0.83
209|203|22.77
2090|203|1.25
2091|203|1.82
2092|203|0.62
2093|203|0.6
2094|203|1.2
2095|203|0.66
2096|203|9.4
2097|203|5.27
2098|203|2.1
2099|203|2.95
21|203|19.8
210|203|9.11
2100|203|2
2101|203|0.48
2102|203|4.82
2103|203|4.65
2104|203|3.68
2105|203|1.9
2106|203|2.66
2107|203|2.84
2108|203|8.58
2109|203|1.7
211|203|7.83
2110|203|1.8
2111|203|4.2
2112|203|3.2
2113|203|8.96
2114|203|8.8
2115|203|1.35
2116|203|1.23
2117|203|1.36
2118|203|2.6
2119|203|1.58
212|203|3.15
2123|203|2.17
2124|203|9.58
2125|203|1.56
2126|203|2.7
2127|203|2.26
2128|203|2.49
2129|203|2.27
213|203|3.46
2130|203|2.2
2131|203|1.7
2132|203|1.5
2133|203|1.3
2134|203|2
2135|203|1.87
2136|203|1.69
2137|203|2.08
2138|203|8.95
2139|203|0.85
214|203|0
2140|203|0.79
2141|203|0.77
2142|203|0.89
2143|203|0.71
2144|203|1.83
2145|203|1.9
2146|203|3.27
2147|203|2.8
2148|203|3.5
2149|203|3.19
215|203|5.56
2150|203|3.09
2151|203|5.22
2152|203|8.8
2153|203|7.05
2154|203|2.17
2155|203|3.4
2156|203|3.09
2157|203|3.28
2158|203|3.98
2159|203|2.54
216|203|0.06
2160|203|0.9
2161|203|0.8
2162|203|7.2
2163|203|5.96
2164|203|0.38
2165|203|2.6
2166|203|2.3
2167|203|2.86
2168|203|3
2169|203|1.96
217|203|0.05
2170|203|2.87
2171|203|5.06
2172|203|1.2
2173|203|8.22
2174|203|2.05
2175|203|10.9
2176|203|2.13
2177|203|8.9
2178|203|2.3
2179|203|1.87
218|203|0.03
2180|203|2.46
2181|203|1.83
2182|203|2.22
2183|203|2.38
2184|203|1.98
2185|203|4.03
2186|203|2.83
2187|203|2.68
2188|203|1.03
2189|203|1.09
219|203|6
2190|203|3.15
2191|203|2.72
2192|203|1.1
2193|203|1.09
2194|203|1.3
2195|203|1.49
2196|203|0.6
2197|203|0.67
2198|203|7.9
2199|203|3.3
22|203|25.18
2200|203|2.73
2201|203|0.91
2202|203|0.54
2203|203|1.51
2204|203|1.68
2205|203|5.81
2206|203|1.28
2207|203|1.14
2208|203|12.95
2209|203|12.35
2210|203|13.09
2211|203|8.47
2212|203|13.1
2213|203|2.86
2214|203|2.97
2215|203|2.11
2216|203|3.63
2217|203|4.01
2218|203|1.01
2219|203|1.04
2220|203|0.61
2221|203|0.83
2222|203|1.28
2223|203|1.2
2224|203|1.03
2225|203|1.21
2226|203|1.14
2227|203|1.16
2228|203|1.15
2229|203|1.03
2230|203|5.03
2231|203|5.07
2232|203|2.64
2233|203|2.6
2234|203|4.31
2235|203|4.31
2236|203|2.6
2237|203|2.08
2238|203|4
2239|203|2.32
2240|203|1.57
2241|203|2.01
2242|203|1.37
2243|203|1.65
2244|203|1.98
2245|203|1.71
2246|203|1.71
2247|203|1.5
2248|203|0.52
2249|203|4.98
2250|203|2.72
2251|203|0.92
2252|203|0.73
2253|203|2.79
2254|203|4.16
2255|203|1.2
2257|203|0.69
2258|203|4.32
2259|203|1.65
2260|203|12.91
2261|203|1.56
2262|203|0.71
2263|203|1.5
2264|203|1.14
2265|203|1.36
2266|203|2.47
2267|203|3.35
2268|203|2.46
2269|203|2.99
2270|203|1.42
2271|203|3.33
2272|203|2.86
2273|203|1.8
2274|203|1.4
2275|203|0.88
2276|203|2.3
2277|203|0.4
2278|203|0.4
2279|203|6.95
228|203|4
2280|203|5.31
2281|203|5.85
2282|203|11.6
2283|203|1.53
2284|203|1.49
2285|203|0.72
2286|203|0.72
2287|203|1.8
2288|203|2.09
2289|203|21.2
229|203|4.2
2290|203|2
2291|203|1.83
2292|203|4.6
2293|203|2.1
2294|203|2.09
2295|203|2.8
2296|203|1.9
2297|203|15.2
2298|203|31.3
2299|203|1.4
23|203|23.37
2300|203|17.9
2301|203|1.1
2302|203|12.3
2303|203|1.21
2304|203|0.91
2305|203|0.95
2306|203|0.89
2307|203|0.98
2308|203|1.28
2309|203|1.44
2310|203|5.25
2311|203|1.86
2312|203|0.95
2313|203|4.42
2314|203|1.91
2315|203|7.89
2316|203|0.87
2317|203|1.96
2318|203|6.21
2319|203|5.92
232|203|9.5
2320|203|57.47
2321|203|3.03
2322|203|2
2323|203|2.35
2324|203|6.08
2325|203|3.81
2326|203|2.5
2327|203|2.89
2328|203|1.49
2330|203|1.49
2331|203|3.1
2332|203|2.11
2333|203|3.17
2335|203|2.05
2336|203|1.86
2337|203|0.58
2338|203|0.33
2339|203|1.5
234|203|10.3
2340|203|0.37
2341|203|0.33
2342|203|0.37
2343|203|2.56
2344|203|1
2345|203|1.43
2346|203|2.71
2347|203|0.96
2348|203|14.11
2349|203|5.06
2350|203|1.24
2351|203|0.63
2352|203|2.58
2353|203|0.64
2354|203|2.52
2355|203|10.58
2356|203|1.32
2357|203|1.35
2358|203|2.95
2359|203|3.04
2360|203|3.04
2361|203|1.28
2362|203|1.27
2363|203|0.65
2364|203|3.27
2365|203|2.89
2366|203|2.14
2367|203|1.72
2368|203|7.59
2369|203|6.65
237|203|2.8
2370|203|1.83
2371|203|1.89
2372|203|1.18
2373|203|0.91
2374|203|2.82
2375|203|2.38
2376|203|2.81
2377|203|3.1
2378|203|3.38
2379|203|2.55
2380|203|0.93
2381|203|0.76
2382|203|0.64
2383|203|0.78
2384|203|0.58
2385|203|1.92
2386|203|0.69
2387|203|0.83
2388|203|3.27
2389|203|1.74
2390|203|2.41
2391|203|3.02
2392|203|2.55
2393|203|3.28
2394|203|6.36
2395|203|3.3
2396|203|1.5
2397|203|0.81
2398|203|0.9
2399|203|3.09
24|203|23.76
240|203|3.4
2400|203|1.87
2401|203|1.1
2402|203|1.36
2403|203|3.15
2404|203|5.34
2405|203|2.97
2406|203|1.2
2407|203|1.32
2408|203|2.8
2409|203|5.42
2410|203|5.36
2411|203|4.47
2412|203|5.15
2413|203|0.86
2414|203|0.92
2415|203|1.08
2416|203|0.95
2417|203|2.02
2418|203|2.57
2419|203|1.96
2420|203|4.29
2421|203|1.87
2422|203|1.71
2423|203|2.1
2424|203|4.39
2425|203|1.41
2426|203|8.34
2427|203|1.77
2428|203|7.77
2429|203|2.12
2430|203|2.06
2431|203|3.16
2432|203|2.03
2433|203|2.05
2434|203|2.24
2435|203|2.66
2436|203|4.03
2437|203|2.42
2438|203|3.44
2439|203|3.55
2440|203|6.9
2441|203|1
2442|203|0.72
2443|203|0.68
2444|203|1.2
2445|203|1.29
2447|203|2.81
2448|203|0.8
2449|203|1.12
2450|203|0.67
2451|203|1
2452|203|0.9
2453|203|1.76
2454|203|1.23
2455|203|2
2456|203|2.48
2457|203|1.48
2458|203|0.64
2459|203|0.66
246|203|2.9
2460|203|0.88
2461|203|0.95
2462|203|0.78
2463|203|0.91
2464|203|0.76
2465|203|1.32
2466|203|1.45
2467|203|2.13
2468|203|0.94
2469|203|1.32
2470|203|0.9
2471|203|1.04
2472|203|1.53
2473|203|0.63
2474|203|2.59
2475|203|0.84
2476|203|0.8
2477|203|0.92
2478|203|2.5
2479|203|2.44
2480|203|2.38
2481|203|0.83
2482|203|2.55
2483|203|1.36
2484|203|0.99
2485|203|0.92
2486|203|0.92
2487|203|0.92
2490|203|0.95
2491|203|3.02
2492|203|2.75
2493|203|2.75
2494|203|1.74
2495|203|0.6
2496|203|1.1
2497|203|0.62
2498|203|1.74
2499|203|36.21838
25|203|11.12
2500|203|1.61
2501|203|1.68
2502|203|4.31
2505|203|2.02
2506|203|1.96
2507|203|7.4
2508|203|5.3
2509|203|5.97
2510|203|8.62
2511|203|15.62
2512|203|40.96
2513|203|49.83
2514|203|49.1
2515|203|15.41
2516|203|30.23
2517|203|29.84
2518|203|16.18
2519|203|35.62
252|203|0.2
2520|203|17.73
2521|203|16.96
2522|203|16.96
2523|203|40.32
2524|203|50.14
2525|203|16.96
2526|203|20.78
2527|203|19.33
2528|203|17.21
2529|203|19.66
2530|203|48.06
2531|203|6.15
2532|203|8.1
2533|203|7.49
2534|203|21.22
2535|203|21.94
2536|203|22.09
2537|203|21.23
2538|203|19.04
2539|203|20.38
2540|203|9
2543|203|6.2
2544|203|14.32
2545|203|24.9
2546|203|15.31
2547|203|16.84
2548|203|17.56
2549|203|4.2
255|203|0.8
2550|203|6.82
2551|203|2.88
2552|203|4.48
2553|203|2.42
2554|203|1.63
2555|203|6.39
2556|203|5.01
2557|203|2
2558|203|3.33
2559|203|6.88
2560|203|3.13
2561|203|3.35
2562|203|5.3
2563|203|3.63
2564|203|1.17
2565|203|2.02
2566|203|0.72
2567|203|14.95
2568|203|13.7
2569|203|15.03
257|203|3.3
2571|203|4.32
2572|203|10.35
2573|203|2.29
2574|203|12.72
2575|203|7.91
2576|203|7.26
2577|203|17.3
2578|203|16.76
2579|203|15.52
2580|203|35.22
2581|203|13.82
2582|203|9.17
2583|203|9.5
2584|203|9.2
2585|203|10.8
2586|203|13.69
2587|203|11.57
2588|203|21.35
2589|203|24.06
2590|203|15.23
2591|203|6.2
2592|203|32.59
2593|203|17
2594|203|3.17
2596|203|18.08
2597|203|30.78
2598|203|17.95
2599|203|28.33
26|203|10.69
2600|203|5.25
2601|203|1.61
2602|203|5.3
2603|203|2.88
2604|203|12.14
2605|203|15.08
2607|203|39.5
2608|203|17.81
2609|203|11.19
2610|203|13.11
2611|203|20.45
2612|203|2.25
2613|203|0.82
2614|203|2.97
2615|203|4.13
2616|203|18.17
2617|203|17.3
2618|203|16.76
2619|203|29.84
